No,CWI Job Number,Order Ref. Number,S/No,RATE SOURCE,DESCRIPTION,RATE,Formula,Q'TY,TOTAL (USD),REV RATE,REV TOTAL,DIFFERENCE,Validation_Status,Ref_Rate_USD,Python_Delta,CG_Band,Charge_Group,Gate_Score,Gate_Status,PDF_Count,PDF_Matched_Description,PDF_Formula,PDF_Amount_AED,PDF_Amount_USD,PDF_Qty,PDF_Unit_Rate,PDF_Source_File,PDF_Matched_By,PDF_Confidence,PDF_Extraction_Status,Evidence_Summary,Validation_Notes
34,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",5,AT COST,CARRIER CONTAINER REPOSITIONING FEE (1 X 40HC),8.0,=29.38/3.6725,1,8.0,8.0,8.0,0.0,PASS,8.0,0.0,N/A,AtCost,70,FAIL,6,,=29.38/3.6725,,,,,"HVDC-ADOPT-SCT-0123, 0124_BOE.pdf",,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf, ...","✅ Ref Rate: $8.00
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf)
❌ CRITICAL: At Cost requires PDF verification - No PDF data found!
✅ Formula: =29.38/3.6725
✅ Delta: 0.0% (EXACT MATCH)"
35,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",6,AT COST,CARRIER COTNAINER INSPECTION FEE (1 X 40HC),35.39823008849557,=130/3.6725,1,35.39823008849557,35.4,35.4,0.0017699115044251812,PASS,35.4,-0.0,N/A,AtCost,70,FAIL,6,,=130/3.6725,,,,,"HVDC-ADOPT-SCT-0123, 0124_BOE.pdf",,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf, ...","✅ Ref Rate: $35.40
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf)
❌ CRITICAL: At Cost requires PDF verification - No PDF data found!
✅ Formula: =130/3.6725
✅ Delta: -0.0% (EXACT MATCH)"
36,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",7,AT COST,CARRIER COTNAINER ADMIN FEE (1 X 40HC),9.530292716133424,=35/3.6725,1,9.530292716133424,9.53,9.53,-0.00029271613342451985,PASS,9.53,0.0,N/A,PortalFee,70,FAIL,6,,=35/3.6725,,,,,"HVDC-ADOPT-SCT-0123, 0124_BOE.pdf",,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf, ...","✅ Portal Fee: $9.53 from Config
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf)
❌ CRITICAL: At Cost requires PDF verification - No PDF data found!
✅ Formula: =35/3.6725
✅ Delta: 0.0% (EXACT MATCH)"
37,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",8,AT COST,PORT CONTAINER ADMIN/INSPECTION FEE (1 X 40HC),6.8073519400953035,=25/3.6725,1,6.8073519400953035,6.81,6.81,0.002648059904696076,PASS,6.81,-0.04,N/A,AtCost,70,FAIL,6,,=25/3.6725,,,,,"HVDC-ADOPT-SCT-0123, 0124_BOE.pdf",,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf, ...","✅ Ref Rate: $6.81
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf)
❌ CRITICAL: At Cost requires PDF verification - No PDF data found!
✅ Formula: =25/3.6725
✅ Delta: -0.0% (EXACT MATCH)"
38,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",9,AT COST,PORT CONTAINER WASHING FEE (1 X 40HC),21.78352620830497,=80/3.6725,1,21.78352620830497,21.78,21.78,-0.0035262083049687476,PASS,21.78,0.02,N/A,AtCost,70,FAIL,6,,=80/3.6725,,,,,"HVDC-ADOPT-SCT-0123, 0124_BOE.pdf",,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf, ...","✅ Ref Rate: $21.78
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0123, 0124_BOE.pdf, HVDC-ADOPT-SCT-0123, 0124_CarrierInvoice.pdf, HVDC-ADOPT-SCT-0123, 0124_DN.pdf)
❌ CRITICAL: At Cost requires PDF verification - No PDF data found!
✅ Formula: =80/3.6725
✅ Delta: 0.0% (EXACT MATCH)"
39,BAMF0018127,HVDC-ADOPT-SCT-0134,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,PASS,80.0,0.0,PASS,Contract,100,PASS,6,,,,,,,HVDC-ADOPT-SCT-0134_AirportFees.pdf,,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf, ...","✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
40,BAMF0018127,HVDC-ADOPT-SCT-0134,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,100,PASS,6,,,,,,,HVDC-ADOPT-SCT-0134_AirportFees.pdf,,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf, ...","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
41,BAMF0018127,HVDC-ADOPT-SCT-0134,3,CONTRACT,TERMINAL HANDLING CHARGES (CW: 2136 KG),0.55,,2178,1197.9,0.55,1197.9,0.0,REVIEW_NEEDED,,,N/A,Contract,70,FAIL,6,,,,,,,HVDC-ADOPT-SCT-0134_AirportFees.pdf,,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf, ...","✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf)"
42,BAMF0018127,HVDC-ADOPT-SCT-0134,4,CONTRACT,TRANSPORTATION CHARGES (3 TON PU) FROM AUH AIRPORT TO MOSB,100.0,,1,100.0,100.0,100.0,0.0,FAIL,200.0,-50.0,CRITICAL,Contract,85,PASS,6,,,,,,,HVDC-ADOPT-SCT-0134_AirportFees.pdf,,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf, ...","✅ Contract: Ref $200.00 from Config
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf)
❌ Delta: -50.0% (HIGH VARIANCE)"
43,BAMF0018127,HVDC-ADOPT-SCT-0134,5,CONTRACT,TRANSPORTATION CHARGES (1 FB) FROM AUH AIRPORT TO MIRFA + SHUWEIHAT,810.0,=(420/2)+600,1,810.0,810.0,810.0,0.0,PASS,810.0,0.0,PASS,Contract,100,PASS,6,,=(420/2)+600,,,,,HVDC-ADOPT-SCT-0134_AirportFees.pdf,,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf, ...","✅ Contract: Ref $810.00 from Config
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf)
✅ Formula: =(420/2)+600
✅ Delta: 0.0% (EXACT MATCH)"
44,BAMF0018127,HVDC-ADOPT-SCT-0134,6,AT COST,DOCUMENTATION PROCESSING FEE,9.530292716133424,=35/3.6725,1,9.530292716133424,9.53,9.53,-0.00029271613342451985,PASS,9.53,0.0,N/A,PortalFee,70,FAIL,6,,=35/3.6725,,,,,HVDC-ADOPT-SCT-0134_AirportFees.pdf,,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf, ...","✅ Portal Fee: $9.53 from Config
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf)
❌ CRITICAL: At Cost requires PDF verification - No PDF data found!
✅ Formula: =35/3.6725
✅ Delta: 0.0% (EXACT MATCH)"
45,BAMF0018127,HVDC-ADOPT-SCT-0134,7,AT COST,TRUCK APPOINTMENT FEE,7.351940095302927,=27/3.6725,1,7.351940095302927,7.35,7.35,-0.0019400953029276025,PASS,7.35,0.03,PASS,PortalFee,70,FAIL,6,,=27/3.6725,,,,,HVDC-ADOPT-SCT-0134_AirportFees.pdf,,0.0,Failed,"6 PDFs: HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf, ...","✅ Portal Fee: $7.35 from Config
✅ PDF Verified: 6 files (HVDC-ADOPT-SCT-0134_AirportFees.pdf, HVDC-ADOPT-SCT-0134_Appointment.pdf, HVDC-ADOPT-SCT-0134_BOE.pdf)
❌ CRITICAL: At Cost requires PDF verification - No PDF data found!
✅ Formula: =27/3.6725
✅ Delta: 0.0% (EXACT MATCH)"
46,BAMF0017761,HVDC-ADOPT-HE-0471,1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0471_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0471_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0471_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
47,BAMF0017761,HVDC-ADOPT-HE-0471,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0471_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0471_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0471_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
48,BAMF0017768,HVDC-ADOPT-HE-0472,1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0472_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0472_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0472_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
49,BAMF0017768,HVDC-ADOPT-HE-0472,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0472_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0472_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0472_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
50,BAMF0017769,HVDC-ADOPT-HE-0473,1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0473_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0473_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0473_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
51,BAMF0017769,HVDC-ADOPT-HE-0473,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0473_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0473_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0473_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
52,BAMF0017867,"HVDC-ADOPT-HE-0450, 0459, 0460",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,"HVDC-ADOPT-HE-0450, 0459, 0460_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0450, 0459, 0460_BOE.pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0450, 0459, 0460_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
53,BAMF0017867,"HVDC-ADOPT-HE-0450, 0459, 0460",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,"HVDC-ADOPT-HE-0450, 0459, 0460_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0450, 0459, 0460_BOE.pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0450, 0459, 0460_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
54,BAMF0017960,"HVDC-ADOPT-HE-0466,0467,0468",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,FAIL,80.0,87.5,CRITICAL,Contract,75,FAIL,1,,,,,,,"HVDC-ADOPT-HE-0466,0467,0468_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0466,0467,0468_BOE.pdf","✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0466,0467,0468_BOE.pdf)
❌ Delta: 87.5% (HIGH VARIANCE)"
55,BAMF0017960,"HVDC-ADOPT-HE-0466,0467,0468",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,"HVDC-ADOPT-HE-0466,0467,0468_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0466,0467,0468_BOE.pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0466,0467,0468_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
56,BAMF0017886,"HVDC-ADOPT-HE-0464,0465,0470",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,FAIL,80.0,87.5,CRITICAL,Contract,75,FAIL,1,,,,,,,"HVDC-ADOPT-HE-0464, 0465, 0470_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0464, 0465, 0470_BOE.pdf","✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0464, 0465, 0470_BOE.pdf)
❌ Delta: 87.5% (HIGH VARIANCE)"
57,BAMF0017886,"HVDC-ADOPT-HE-0464,0465,0470",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,"HVDC-ADOPT-HE-0464, 0465, 0470_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0464, 0465, 0470_BOE.pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0464, 0465, 0470_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
58,BAMF0017895,"HVDC-ADOPT-HE-0437,0438-2,0439-2,0440-2,0441-1",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,"HVDC-ADOPT-HE-0437,-0441-1_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0437,-0441-1_BOE.pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0437,-0441-1_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
59,BAMF0017895,"HVDC-ADOPT-HE-0437,0438-2,0439-2,0440-2,0441-1",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,"HVDC-ADOPT-HE-0437,-0441-1_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0437,-0441-1_BOE.pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0437,-0441-1_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
60,BAMF0017784,HVDC-ADOPT-HE-0487,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,PASS,80.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0487_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0487_BOE.pdf,"✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0487_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
61,BAMF0017784,HVDC-ADOPT-HE-0487,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0487_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0487_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0487_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
62,BAMF0017782,"HVDC-ADOPT-HE-0438, 0439, 0440-1, 0441, 0482, 0454",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0438--0454_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0438--0454_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0438--0454_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
63,BAMF0017782,"HVDC-ADOPT-HE-0438, 0439, 0440-1, 0441, 0482, 0454",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0438--0454_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0438--0454_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0438--0454_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
64,BAMF0018017,"HVDC-ADOPT-HE-0425, 0426, 0427, 0428",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,"HVDC-ADOPT-HE-0425,0426,0427,0428_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0425,0426,0427,0428_BOE.pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0425,0426,0427,0428_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
65,BAMF0018017,"HVDC-ADOPT-HE-0425, 0426, 0427, 0428",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,"HVDC-ADOPT-HE-0425,0426,0427,0428_BOE.pdf",,0.0,Failed,"1 PDFs: HVDC-ADOPT-HE-0425,0426,0427,0428_BOE.pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0425,0426,0427,0428_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
66,BAMF0018063,HVDC-ADOPT-HE-0475,1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0475_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0475_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0475_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
67,BAMF0018063,HVDC-ADOPT-HE-0475,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0475_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0475_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0475_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
68,BAMF0017944,HVDC-ADOPT-HE-0497,1,CONTRACT,MASTER DO FEE,80.0,,2,160.0,80.0,160.0,0.0,PASS,80.0,0.0,PASS,Contract,90,PASS,2,,,,,,,HVDC-ADOPT-HE-0497_BOE (Part1).pdf,,0.0,Failed,"2 PDFs: HVDC-ADOPT-HE-0497_BOE (Part1).pdf, HVDC-ADOPT-HE-0497_BOE (Part2).pdf","✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 2 files (HVDC-ADOPT-HE-0497_BOE (Part1).pdf, HVDC-ADOPT-HE-0497_BOE (Part2).pdf)
✅ Delta: 0.0% (EXACT MATCH)"
69,BAMF0017944,HVDC-ADOPT-HE-0497,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,2,300.0,150.0,300.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,2,,,,,,,HVDC-ADOPT-HE-0497_BOE (Part1).pdf,,0.0,Failed,"2 PDFs: HVDC-ADOPT-HE-0497_BOE (Part1).pdf, HVDC-ADOPT-HE-0497_BOE (Part2).pdf","✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 2 files (HVDC-ADOPT-HE-0497_BOE (Part1).pdf, HVDC-ADOPT-HE-0497_BOE (Part2).pdf)
✅ Delta: 0.0% (EXACT MATCH)"
70,BAMF0017956,HVDC-ADOPT-HE-0500,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,PASS,80.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0500_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0500_BOE.pdf,"✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0500_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
71,BAMF0017956,HVDC-ADOPT-HE-0500,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0500_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0500_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0500_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
72,BAMF0017779,HVDC-ADOPT-HE-0488,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,PASS,80.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0488_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0488_BOE.pdf,"✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0488_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
73,BAMF0017779,HVDC-ADOPT-HE-0488,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,90,PASS,1,,,,,,,HVDC-ADOPT-HE-0488_BOE.pdf,,0.0,Failed,1 PDFs: HVDC-ADOPT-HE-0488_BOE.pdf,"✅ Contract: Ref $150.00 from Config
✅ PDF Verified: 1 files (HVDC-ADOPT-HE-0488_BOE.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
74,BAMF0017809,"HVDC-ADOPT-HE-0495, 0496",1,CONTRACT,MASTER DO FEE,80.0,,2,160.0,80.0,160.0,0.0,PASS,80.0,0.0,PASS,Contract,90,PASS,2,,,,,,,"HVDC-ADOPT-HE-0495, 0496_BOE1.pdf",,0.0,Failed,"2 PDFs: HVDC-ADOPT-HE-0495, 0496_BOE1.pdf, HVDC-ADOPT-HE-0495, 0496_BOE2.pdf","✅ Contract: Ref $80.00 from Config
✅ PDF Verified: 2 files (HVDC-ADOPT-HE-0495, 0496_BOE1.pdf, HVDC-ADOPT-HE-0495, 0496_BOE2.pdf)
✅ Delta: 0.0% (EXACT MATCH)"
